Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,percentageexpenditure,Measles,BMI,under-fivedeaths,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness1-19years,thinness5-9years,Incomecompositionofresources,Schooling
Developing,74.8,12.0,3,1.28,64.85616718,1,56.5,3,98.0,6.54,98.0,0.1,414.15177,1639931.0,6.3,6.3,0.71,14.4
Developing,61.7,29.0,1,0.14,8.574029812,756,14.4,1,88.0,5.91,88.0,0.1,87.9387673,5896.0,18.9,19.6,0.0,7.6
Developing,73.5,15.0,1,5.16,26.99312143,6,49.9,1,97.0,6.12,98.0,0.1,279.142931,311487.0,1.8,1.8,0.685,10.8
Developing,54.7,355.0,15,1.02,2.995959823,295,17.9,22,72.0,5.0,72.0,5.2,31.437144,539141.0,8.8,8.7,0.428,9.9
Developing,74.6,144.0,11,4.38,1435.487755,0,57.2,12,9.0,7.2,9.0,0.1,7913.383432,47791911.0,2.1,1.9,0.72,13.6
Developing,58.0,363.0,30,2.47,184.3649102,15754,2.7,45,8.0,4.41,83.0,6.8,1463.213573,138533.0,6.7,6.5,0.533,11.8
Developed,81.1,63.0,1,8.96,1047.370244,51,59.9,1,97.0,1.53,97.0,0.1,5354.6536,1669374.0,1.0,0.9,0.911,17.2
Developing,76.8,92.0,0,4.61,693.8226461,22,54.2,0,87.0,9.94,92.0,0.1,4716.673325,36482.0,2.5,2.5,0.728,13.9
Developing,74.4,123.0,20,0.5,352.0636419,107,52.8,23,94.0,5.36,95.0,0.1,3868.83123,3546576.0,6.0,5.9,0.705,13.1
Developing,72.2,185.0,0,8.12,102.373909,10,3.7,0,99.0,3.73,99.0,0.1,1214.39987,846.0,5.9,6.3,0.728,13.1
Developing,88.0,73.0,0,7.53,2163.043414,1,66.0,0,99.0,8.8,99.0,0.1,21673.7817,1892413.0,0.8,0.7,0.862,17.2
Developing,51.9,428.0,77,1.51,0.681685555,21002,14.4,121,8.0,4.68,82.0,18.1,43.9797132,3145483.0,9.2,9.1,0.448,8.4
Developed,78.3,82.0,1,9.95,3054.515582,0,52.6,1,97.0,7.79,97.0,0.1,26584.12169,164618.0,1.1,1.1,0.878,16.7
Developing,79.2,97.0,1,3.34,2568.237059,0,57.5,1,9.0,9.56,91.0,0.1,9985.36959,4654122.0,1.8,1.7,0.758,13.6
Developed,79.8,73.0,0,6.6,3554.546434,5,53.4,0,99.0,8.86,99.0,0.1,26969.24457,889596.0,1.3,1.3,0.877,15.9
Developing,44.6,611.0,43,2.61,46.83027463,16997,17.1,70,86.0,6.56,85.0,18.6,378.2736238,1824125.0,7.4,7.4,0.424,9.8
Developing,79.0,13.0,3,13.89,3451.185079,0,55.2,4,98.0,9.89,97.0,0.1,22527.31775,61357431.0,0.7,0.6,0.849,15.6
Developing,67.0,325.0,71,0.01,90.76144414,7878,17.6,103,82.0,7.47,78.0,4.0,662.492293,37553726.0,5.7,5.7,0.478,10.0
Developing,55.0,354.0,217,0.86,1.506962482,73,13.5,342,54.0,4.23,4.0,4.1,135.7623858,7462445.0,11.5,11.3,0.31,5.4
Developing,73.7,127.0,7,0.78,0.0,26,52.3,9,83.0,3.28,8.0,0.1,1461.671957,2118834.0,6.4,6.1,0.65,11.7
Developing,55.0,282.0,56,0.55,81.8405007,2,19.0,96,76.0,6.97,74.0,1.7,595.6368319,1367566.0,9.4,9.3,0.363,6.4
Developing,61.9,261.0,35,0.71,55.43034455,0,16.7,51,83.0,4.98,84.0,0.6,377.8482928,19433523.0,7.9,7.8,0.483,9.1
Developing,61.4,223.0,49,0.01,3.304039899,1142,18.9,88,67.0,5.82,68.0,0.5,43.646498,19148219.0,9.8,9.6,0.345,5.3
Developing,74.0,133.0,11,4.29,516.4037021,0,5.2,15,93.0,4.6,93.0,0.3,3611.2147,28292724.0,1.2,1.2,0.696,13.2
Developing,71.2,179.0,0,6.02,1122.972967,0,57.0,0,86.0,5.96,86.0,0.4,9484.56898,54254.0,3.5,3.5,0.719,12.7
Developing,62.8,274.0,2,2.79,56.431387,925,38.5,3,94.0,4.92,94.0,0.1,474.2133361,2397436.0,2.6,2.6,0.582,8.9
Developing,72.8,126.0,28,1.29,103.523776,34,58.5,34,9.0,5.81,9.0,0.1,834.869161,6876345.0,5.0,4.8,0.687,11.9
Developing,55.6,297.0,5,2.64,28.30191127,12,21.9,7,77.0,6.5,77.0,6.0,583.5445622,148841.0,8.5,8.4,0.398,8.8
Developing,66.4,3.0,17,11.79,12.25184084,1147,55.7,20,98.0,5.3,98.0,0.3,692.194398,14349528.0,2.4,2.7,0.754,13.8
Developing,68.9,243.0,1,12.6,364.426052,149,57.2,1,97.0,6.34,99.0,0.1,3848.215966,964924.0,2.2,2.4,0.723,14.6
Developing,48.1,424.0,27,3.84,5.347717533,1089,21.7,40,84.0,1.32,86.0,1.6,45.128418,645872.0,8.3,8.2,0.384,8.7
Developed,82.5,57.0,2,7.56,4831.644796,0,63.1,2,95.0,9.25,95.0,0.1,35396.66517,678914.0,0.6,0.6,0.877,16.3
Developing,66.2,227.0,0,0.7,325.1114746,0,38.7,0,88.0,6.44,84.0,0.1,944.81684,423853.0,1.4,1.4,0.442,6.6
Developing,74.0,131.0,3,0.47,431.5452472,153,34.4,4,97.0,3.97,97.0,0.1,7326.744435,2765383.0,8.3,8.2,0.756,12.6
Developing,65.3,244.0,1,7.73,10.9363388,0,37.1,1,93.0,5.84,91.0,2.3,96.8674827,751884.0,5.9,5.7,0.609,11.0
Developed,76.0,122.0,0,11.9,161.4473853,0,51.2,0,93.0,8.26,91.0,0.1,1227.73677,1988925.0,2.2,2.3,0.818,14.6
Developing,72.5,146.0,0,2.05,568.8692813,0,7.8,0,88.0,5.82,87.0,0.1,2932.315883,12357.0,0.1,0.1,0.698,14.5
Developed,81.1,61.0,0,7.2,1003.139804,0,57.4,0,97.0,8.96,97.0,0.1,5613.54115,33782.0,0.9,0.9,0.884,18.1
Developing,66.3,188.0,187,0.06,3.43334364,3344,15.4,237,72.0,1.98,75.0,0.1,78.92744,21154429.0,11.0,11.2,0.597,10.7
Developing,72.0,199.0,0,13.94,1147.1114,64,61.7,0,97.0,5.69,97.0,0.1,8318.429294,9474511.0,1.9,2.0,0.796,15.7
Developing,63.3,248.0,6,2.85,2.19888585,0,4.7,8,99.0,3.51,99.0,0.1,174.51475,4754641.0,3.4,3.4,0.0,10.3
Developing,73.0,138.0,0,0.01,63.80294988,0,73.8,0,79.0,4.51,77.0,0.1,451.542462,14951.0,0.1,0.1,0.717,14.4
Developed,78.4,68.0,0,11.68,1128.050886,0,53.8,0,98.0,6.12,98.0,0.1,16372.29152,976966.0,0.9,1.0,0.805,12.5
Developed,71.6,2.0,0,9.87,373.2605532,19,56.9,0,92.0,6.46,94.0,0.1,3297.35471,3499536.0,3.4,3.4,0.745,14.0
Developing,66.0,223.0,8,0.01,55.12187071,127,24.2,12,71.0,4.21,71.0,1.3,697.7451989,31372.0,9.8,9.6,0.461,7.2
Developing,68.0,223.0,0,4.53,32.3662077,0,49.7,0,74.0,6.62,75.0,1.0,263.1399,488332.0,3.5,3.5,0.0,10.9
Developed,83.0,71.0,1,9.97,3829.550928,91,6.3,1,92.0,8.32,93.0,0.1,23465.38559,198954.0,0.7,0.7,0.905,20.6
Developed,81.6,61.0,0,6.06,177.6382878,3,6.8,0,93.0,9.72,93.0,0.1,975.49856,5137232.0,0.8,0.7,0.945,17.7
Developing,47.4,48.0,574,9.58,15.830985,168107,17.3,936,36.0,3.25,27.0,5.1,351.7996666,125463434.0,14.1,14.1,0.0,8.0
Developing,74.3,154.0,9,6.56,801.0504655,5197,3.1,11,99.0,4.17,99.0,0.1,5859.915622,67843979.0,8.0,8.1,0.729,13.7
Developing,69.0,218.0,4,2.79,353.6690328,0,45.3,5,98.0,8.17,99.0,0.4,2238.4116,5867626.0,2.1,2.0,0.607,11.3
Developing,55.0,357.0,15,1.14,36.62174288,38,18.9,22,8.0,5.17,82.0,5.0,372.1721837,5683268.0,8.4,8.3,0.435,10.1
Developing,72.1,185.0,0,7.41,843.1186662,0,28.7,0,99.0,4.64,99.0,0.1,8524.961236,82781.0,6.1,6.5,0.713,12.1
Developed,79.7,82.0,0,11.75,267.051312,0,57.9,0,96.0,6.8,99.0,0.1,1618.4928,479993.0,0.9,0.9,0.877,13.5
Developing,48.7,371.0,84,7.07,249.9101958,265,19.3,133,65.0,3.84,69.0,2.6,3868.578883,2175942.0,9.5,9.4,0.468,8.1
Developing,65.3,173.0,231,0.01,3.69633051,5098,1.4,316,83.0,2.33,82.0,0.1,45.63371,131581243.0,2.9,21.5,0.459,7.3
Developing,48.4,43.0,44,0.42,3.979243535,15801,14.8,77,36.0,5.49,23.0,5.1,292.5914364,935321.0,1.9,1.8,0.284,5.4
Developing,63.8,241.0,31,0.97,78.79967196,0,18.5,43,73.0,4.24,73.0,0.4,454.963464,21743949.0,7.5,7.4,0.504,10.2
Developing,56.1,285.0,25,1.15,10.73628066,262,2.1,39,74.0,4.56,72.0,2.1,583.493514,7754.0,8.9,8.8,0.423,8.1
Developing,67.8,184.0,22,2.15,9.290983645,863,38.7,26,98.0,5.81,96.0,0.3,83.476942,26868.0,3.1,3.1,0.631,11.8
Developing,72.9,133.0,1,6.95,292.6142378,63,52.2,1,95.0,8.9,95.0,0.1,2149.9944,7496522.0,2.7,2.8,0.715,13.2
Developed,73.0,178.0,0,15.04,1968.816817,35,61.4,0,93.0,6.59,93.0,0.1,15712.82376,2957689.0,2.7,2.7,0.834,16.4
Developing,67.7,158.0,2,0.01,3.379874844,4,16.6,2,82.0,1.29,82.0,0.1,117.765674,1184366.0,11.1,11.2,0.62,12.5
Developing,57.5,295.0,82,0.02,10.91015598,1141,15.2,113,63.0,6.73,63.0,0.1,369.835796,26616792.0,19.0,19.1,0.415,8.4
Developing,71.9,131.0,4,0.55,248.697463,61,54.8,4,97.0,9.9,99.0,0.1,1728.2659,5193482.0,4.0,3.9,0.706,12.7
Developing,69.5,189.0,0,6.12,1187.949491,0,37.6,0,95.0,5.31,95.0,0.5,12323.1275,1296934.0,6.3,6.7,0.745,12.3
Developing,64.1,222.0,0,0.46,11.07543331,0,67.9,0,9.0,8.12,9.0,0.1,796.7937634,8446.0,0.2,0.2,0.0,10.0
Developing,63.2,23.0,1,0.01,73.86584922,0,23.7,2,87.0,6.75,87.0,0.8,852.954379,759385.0,6.8,6.6,0.497,11.1
Developing,74.1,131.0,1,9.85,820.8109098,1,56.4,1,97.0,9.9,95.0,0.1,5821.35397,73287.0,2.3,2.3,0.754,13.6
Developing,46.4,693.0,2,5.51,299.3671252,59,31.6,4,96.0,4.65,96.0,31.9,4163.6596,184339.0,1.9,1.8,0.567,11.8
Developing,54.8,48.0,64,1.19,49.90987221,145,21.3,90,73.0,5.58,76.0,6.9,566.513873,2567666.0,3.6,3.5,0.4,9.2
Developing,63.3,219.0,1700,1.1,17.81205644,40044,12.2,2300,58.0,4.4,59.0,0.3,466.2842,18987112.0,27.4,28.4,0.499,8.4
Developing,64.3,193.0,12,0.6,10.68147485,927,32.1,15,84.0,4.48,85.0,0.3,189.3878519,6447688.0,4.0,4.0,0.543,9.8
Developed,87.0,65.0,0,6.61,725.4853161,0,55.9,0,97.0,1.7,97.0,0.1,3944.999,289521.0,1.0,0.9,0.866,17.6
Developing,73.0,225.0,13,10.12,1340.553699,4711,59.9,15,97.0,7.7,97.0,0.1,14125.961,143819666.0,2.3,2.3,0.803,14.9
Developing,58.0,526.0,33,2.25,1.860003739,459,18.8,52,83.0,6.11,81.0,15.9,13.154199,12383446.0,7.0,6.9,0.479,10.9
Developing,72.8,189.0,0,15.52,153.5045263,2,55.5,0,96.0,5.2,96.0,0.1,1338.31322,1354775.0,2.1,2.2,0.812,15.9
Developing,58.5,273.0,25,1.71,27.68971051,3761,12.4,33,59.0,5.7,6.0,2.2,321.22634,1242473.0,11.6,11.8,0.412,7.6
Developed,81.1,66.0,0,10.15,10055.34981,60,53.2,0,94.0,1.86,94.0,0.1,54797.54663,7437115.0,0.6,0.4,0.899,15.2
Developing,73.7,149.0,5,1.62,59.63595674,139,15.1,5,98.0,3.89,98.0,0.1,873.1472436,18939.0,15.4,15.6,0.699,12.6
Developing,73.6,157.0,57,7.33,564.5233902,0,51.1,64,99.0,8.65,99.0,0.1,8553.3847,194895996.0,3.0,2.9,0.714,13.8
Developing,71.6,16.0,0,3.63,287.4671305,0,69.7,0,55.0,4.47,49.0,0.1,2571.262348,179929.0,0.2,0.2,0.671,12.6
Developing,69.9,146.0,24,0.58,88.16506179,10841,47.3,28,91.0,5.25,91.0,0.1,1721.973863,29843937.0,6.6,6.4,0.551,9.3
Developing,49.8,396.0,549,9.66,10.35779424,704,19.9,879,46.0,3.66,4.0,5.3,119.743286,14261494.0,12.6,12.6,0.466,9.0
Developing,65.8,168.0,219,0.01,3.395069781,4414,1.8,298,85.0,2.47,85.0,0.1,42.5981152,1341716.0,2.7,21.3,0.468,7.5
Developing,79.2,96.0,1,4.07,24.88720369,0,54.4,1,8.0,9.69,86.0,0.1,689.396224,4488263.0,1.9,1.8,0.747,13.1
Developing,67.9,221.0,0,4.41,250.7112373,0,49.0,0,74.0,7.14,73.0,1.6,2232.513244,48344.0,3.5,3.5,0.0,11.0
Developing,54.0,363.0,228,0.79,10.97201912,228,13.2,360,55.0,4.64,37.0,4.4,118.8734466,72545144.0,11.6,11.5,0.306,5.2
Developed,82.5,5.0,0,7.81,6818.546407,0,59.7,0,89.0,8.68,89.0,0.1,44333.8518,32716.0,1.0,0.9,0.901,18.7
Developing,69.9,165.0,0,0.88,337.2942846,3,44.9,0,67.0,3.87,68.0,0.1,1886.433359,2937.0,1.6,1.5,0.0,10.6
Developing,72.3,178.0,7,6.2,352.9551269,0,49.3,8,88.0,4.34,89.0,1.8,3836.468771,9371338.0,3.5,3.4,0.677,12.6
Developing,72.5,147.0,0,1.08,4.783805563,0,72.1,0,86.0,4.67,84.0,0.1,37.846563,1364.0,0.1,0.1,0.703,14.5
Developed,85.0,69.0,0,11.49,6616.695125,107,6.5,0,95.0,8.32,95.0,0.1,49231.36254,4586897.0,0.3,0.2,0.895,18.5
Developed,76.0,116.0,0,12.06,2425.403891,51,59.4,0,96.0,7.7,96.0,0.1,15893.8656,443458.0,1.7,1.7,0.8,14.3
Developing,68.3,188.0,0,1.1,29.5207994,0,46.4,0,94.0,7.47,9.0,0.1,1272.44825,52779.0,1.2,1.2,0.492,9.3
Developing,73.7,17.0,4,1.34,321.7694175,22,5.6,4,95.0,5.36,95.0,0.1,2761.969249,9939678.0,6.4,6.3,0.667,13.5
Developing,51.5,491.0,36,1.16,7.915071248,21,17.3,56,93.0,1.18,93.0,14.9,42.7379657,1471462.0,6.9,6.8,0.415,9.9
Developing,67.8,155.0,174,0.01,38.05462002,25934,12.5,231,94.0,2.68,93.0,0.1,484.155471,14343111.0,19.9,2.5,0.499,8.2
Developed,85.0,72.0,0,10.82,842.2768087,574,52.3,0,95.0,1.93,93.0,0.1,4796.56497,73391.0,0.6,0.5,0.889,15.0
Developing,57.4,41.0,3,5.73,35.80978512,469,24.5,4,8.0,6.11,79.0,22.8,257.99557,1899257.0,15.7,15.9,0.559,11.5
Developing,48.5,45.0,44,0.34,72.38451279,10324,15.1,78,31.0,5.72,21.0,5.2,454.6765879,97143.0,1.7,1.6,0.301,5.6
Developing,79.3,74.0,1,2.53,22.27332618,19,58.7,1,93.0,7.61,92.0,0.1,236.19646,6439.0,1.1,1.1,0.85,15.1
Developing,75.4,124.0,1,6.67,14.47305874,0,59.5,1,94.0,8.23,94.0,0.1,79.69746,3339741.0,1.6,1.5,0.76,15.3
Developing,89.0,78.0,0,8.8,6164.455402,0,61.7,0,98.0,9.68,98.0,0.1,49914.61864,5461512.0,0.9,0.8,0.89,17.0
Developing,73.0,19.0,0,5.26,99.08095375,0,54.8,0,96.0,5.81,96.0,0.5,833.31332,52613.0,3.5,3.4,0.7,12.3
Developing,68.9,167.0,20,0.26,80.58788376,3362,17.4,25,9.0,5.89,9.0,0.2,681.7925868,27649925.0,16.3,16.7,0.538,12.3
Developing,59.6,271.0,2,0.26,45.09010835,0,18.4,2,8.0,3.65,8.0,0.1,544.566526,583211.0,7.6,7.6,0.0,9.2
Developing,63.9,224.0,64,0.28,2.793843188,314,16.4,87,86.0,1.83,73.0,0.5,247.24276,48482614.0,13.2,13.6,0.465,7.9
Developing,69.5,186.0,0,6.76,569.9527122,0,47.0,0,96.0,5.85,96.0,0.2,4344.15177,32168.0,3.5,3.4,0.7,12.4
Developed,78.6,92.0,0,12.61,10111.38928,1,55.8,0,99.0,7.67,98.0,0.1,65445.8853,45163.0,1.0,0.9,0.865,13.6
Developing,55.0,34.0,60,0.51,4.395885717,4464,16.1,110,56.0,6.39,49.0,2.4,36.8473237,11293258.0,1.8,1.7,0.297,4.6
Developing,59.4,34.0,7,1.07,5.064688968,19,13.9,9,96.0,2.97,96.0,1.6,276.75896,39697.0,9.4,9.5,0.0,5.4
Developing,69.1,147.0,144,0.01,42.48865034,2660,14.0,186,96.0,2.85,96.0,0.1,615.7775411,14885814.0,19.3,19.9,0.52,8.6
Developing,84.0,76.0,0,8.2,2528.992935,3,64.9,0,99.0,9.24,99.0,0.1,22242.68193,114511.0,0.8,0.7,0.858,16.8
Developing,71.4,154.0,18,4.59,297.5112337,1,45.4,24,93.0,4.83,98.0,0.5,1996.719689,25914879.0,1.4,1.4,0.674,13.5
Developing,73.3,165.0,1,3.67,192.3226305,0,45.4,1,97.0,4.8,98.0,2.3,3719.97351,2728777.0,1.9,1.8,0.689,11.1
Developing,59.7,252.0,25,0.01,90.12206791,786,25.2,39,74.0,4.59,78.0,1.1,943.686575,1286712.0,7.1,6.9,0.475,10.7
Developing,72.0,153.0,0,3.52,40.22855669,0,7.3,0,37.0,4.68,39.0,0.1,287.963899,18194.0,0.2,0.2,0.677,12.7
Developed,79.7,74.0,0,6.17,5809.12199,0,54.2,0,98.0,9.28,98.0,0.1,31813.37344,28125.0,1.0,0.9,0.847,16.8
Developed,72.6,157.0,1,10.89,591.5100978,1,6.9,1,95.0,6.41,95.0,0.1,5932.899677,7545338.0,2.1,2.2,0.755,13.5
Developing,56.1,288.0,45,4.5,107.7988339,395,15.6,80,92.0,6.77,93.0,1.5,569.7612784,14689726.0,9.5,9.1,0.345,5.4
Developing,72.4,129.0,30,1.29,832.9552058,6200,57.6,36,9.0,5.45,9.0,0.1,7384.354661,679346.0,5.0,4.9,0.681,11.9
Developing,48.5,414.0,45,0.41,62.67225971,1594,15.7,80,49.0,3.32,4.0,5.1,712.1847694,1421597.0,1.3,1.2,0.303,5.5
Developing,72.5,119.0,5,0.01,306.1824313,0,51.5,6,97.0,6.4,94.0,0.1,7891.299776,953579.0,2.8,2.9,0.752,12.2
Developing,72.7,112.0,0,1.75,491.4978908,75,16.7,0,98.0,5.9,98.0,0.1,3432.247841,34.0,14.6,14.7,0.601,11.8
Developing,58.4,259.0,25,1.16,71.01399249,1461,22.5,39,8.0,4.46,79.0,1.6,793.45243,894476.0,7.9,7.8,0.448,9.3
Developing,65.7,165.0,369,0.04,59.65900139,8046,23.2,456,72.0,2.76,72.0,0.1,1261.28967,177911533.0,19.8,2.2,0.529,7.6
Developing,59.7,3.0,18,6.64,44.25687135,0,36.5,25,56.0,5.32,53.0,4.6,329.782946,8976552.0,4.5,4.6,0.447,8.1
Developing,61.1,349.0,2,5.99,547.0386679,853,35.2,3,96.0,5.64,95.0,6.2,6346.15624,214866.0,8.0,7.8,0.669,12.3
Developing,49.2,4.0,556,9.71,6.416252787,110927,19.3,893,45.0,4.11,36.0,5.4,87.8938738,138939478.0,12.9,12.9,0.463,8.9
Developing,68.5,186.0,0,0.99,229.6687488,0,47.2,0,99.0,5.8,99.0,0.1,1642.837974,539614.0,1.2,1.2,0.497,9.4
Developing,58.2,366.0,29,2.57,183.0461695,13234,21.2,44,83.0,4.26,81.0,6.3,1644.619672,14264756.0,6.6,6.4,0.543,12.0
Developed,79.1,86.0,3,11.83,5842.374765,121,57.1,3,96.0,1.37,96.0,0.1,34165.9343,8251626.0,1.1,1.1,0.877,16.4
Developing,45.3,45.0,29,3.86,45.57108889,0,2.2,45,63.0,1.12,64.0,2.2,358.8274716,615417.0,8.9,8.9,0.357,8.2
Developing,75.4,121.0,1,5.11,160.8400141,0,57.0,1,91.0,6.52,91.0,0.1,3622.52284,3325637.0,1.7,1.6,0.747,15.0
Developing,64.3,235.0,30,0.87,59.97914461,2,19.0,42,71.0,3.46,7.0,0.4,443.9611,22346573.0,7.4,7.3,0.506,10.2
Developing,62.8,225.0,22,0.28,1.08833088,6,2.8,34,87.0,4.94,88.0,0.6,11.33678,1223957.0,1.8,1.7,0.435,7.1
Developing,52.1,28.0,56,0.1,20.26876572,54190,14.6,121,44.0,6.23,41.0,1.6,215.8548,1265687.0,12.3,12.2,0.266,3.0
Developing,46.8,495.0,17,1.5,60.04884821,49,19.0,26,46.0,4.4,48.0,9.0,397.148467,42758.0,9.4,9.4,0.33,6.2
Developing,61.0,25.0,3,0.44,46.3913277,94,12.9,4,55.0,2.48,55.0,0.1,471.4565823,96852.0,12.1,12.1,0.485,9.8
Developing,57.3,397.0,51,7.3,45.96380839,1459,4.1,73,71.0,8.7,73.0,21.3,337.2253,44896856.0,16.3,19.1,0.635,13.0
Developed,75.6,137.0,0,0.01,160.9449342,0,64.2,0,99.0,7.4,99.0,0.1,14117.97668,9866468.0,1.7,1.6,0.834,15.8
Developed,71.9,162.0,3,7.68,615.4030781,5043,53.9,4,97.0,5.47,97.0,0.1,4676.315183,21319685.0,3.3,3.8,0.745,13.4
Developing,66.5,238.0,1,0.16,283.806236,11,18.0,1,93.0,5.88,95.0,0.3,1741.142552,686958.0,17.3,18.1,0.0,10.1
Developing,53.2,369.0,237,0.8,10.82452594,3332,12.9,377,55.0,4.73,35.0,4.6,111.3634356,7497192.0,11.7,11.6,0.298,4.9
Developing,59.9,271.0,64,0.01,73.52358168,492,18.6,86,58.0,8.18,62.0,0.1,612.696514,327582.0,17.5,17.5,0.476,10.0
Developed,82.0,77.0,0,11.3,8053.557638,49,54.7,0,83.0,11.19,83.0,0.1,47654.18721,8343323.0,1.7,1.9,0.87,15.3
Developing,65.0,37.0,2,7.72,353.2438029,0,3.8,3,44.0,2.76,45.0,10.9,6741.293948,143126.0,7.2,7.1,0.64,12.4
Developing,47.8,586.0,5,2.86,38.57187011,217,25.4,7,78.0,7.53,78.0,31.2,437.819184,1885955.0,11.1,11.1,0.443,10.3
Developing,81.0,69.0,1,2.23,1895.342792,116,6.1,1,95.0,7.35,95.0,0.1,19888.172,689.0,1.1,1.1,0.863,15.9
Developing,64.7,22.0,0,5.46,47.08931143,0,24.0,0,97.0,7.84,97.0,1.2,843.89447,159328.0,6.9,6.8,0.521,10.2
Developing,79.0,169.0,0,4.17,24.99717134,0,68.2,0,82.0,4.71,83.0,0.1,197.29417,177662.0,0.2,0.2,0.659,12.3
Developing,71.1,194.0,18,5.88,0.27564826,4074,18.7,21,97.0,3.4,97.0,0.8,27.564826,6295821.0,9.4,9.7,0.64,10.9
Developing,71.0,194.0,4,3.81,36.81621175,0,45.7,4,8.0,6.13,79.0,0.3,191.55157,53973.0,2.1,2.0,0.587,11.0
Developing,71.2,194.0,3,3.7,218.5716179,0,46.4,4,87.0,6.11,86.0,0.3,1175.116225,5379328.0,2.0,1.9,0.592,11.0
Developed,83.0,7.0,0,6.6,5793.363644,5,54.9,0,99.0,9.9,99.0,0.1,42442.2245,8993531.0,1.3,1.3,0.888,16.0
Developing,72.4,142.0,17,4.22,302.5359058,0,46.1,22,9.0,4.98,9.0,0.5,1981.243653,26261363.0,1.4,1.4,0.677,13.4
Developing,66.9,235.0,1,4.61,134.1678932,8,45.9,2,96.0,5.29,95.0,0.1,1717.898761,2668289.0,2.2,2.3,0.686,13.8
Developing,74.4,12.0,3,1.46,420.1153538,3,53.1,4,99.0,5.64,99.0,0.1,3371.71231,1196136.0,6.3,6.3,0.689,14.2
Developing,73.6,15.0,12,4.28,113.2436346,0,54.2,15,88.0,6.76,88.0,0.1,625.65544,4591897.0,2.2,2.0,0.695,12.8
Developing,75.3,125.0,8,0.01,973.728675,0,54.9,10,78.0,5.47,88.0,0.1,6491.5245,3973354.0,1.1,1.1,0.735,13.4
Developing,71.7,163.0,7,0.76,0.0,13,53.2,8,6.0,3.23,72.0,0.1,1461.671957,2863993.0,6.3,6.1,0.646,12.0
Developed,81.7,65.0,0,11.12,16255.16198,0,6.9,0,99.0,6.94,99.0,0.1,119172.7418,556319.0,1.0,0.9,0.892,13.9
Developed,87.0,76.0,0,10.46,31.13492794,52,59.5,0,95.0,9.23,95.0,0.1,242.67286,26198.0,1.4,1.4,0.888,17.6
Developing,74.2,148.0,0,0.01,115.2784282,0,32.8,0,98.0,4.81,97.0,0.1,1153.93822,126934.0,7.0,6.9,0.769,14.7
Developing,67.5,277.0,5,8.86,46.19685449,1005,57.2,6,98.0,6.36,98.0,0.7,368.68998,465935.0,2.5,2.7,0.723,14.8
Developing,72.5,146.0,0,3.97,47.35260547,0,71.4,0,54.0,4.52,26.0,0.1,359.82223,183526.0,0.2,0.2,0.688,12.9
Developing,72.1,186.0,0,7.91,12.94324581,0,29.2,0,99.0,4.17,99.0,0.1,1176.65871,82475.0,6.0,6.4,0.715,12.3
Developed,78.4,81.0,1,9.68,3455.197053,3,53.4,1,97.0,8.34,97.0,0.1,28817.32321,16148929.0,1.1,1.0,0.882,16.9
Developing,64.4,294.0,7,0.01,0.0,594,56.2,8,52.0,3.25,43.0,0.1,1461.671957,19239.0,6.3,6.1,0.575,9.0
Developing,79.9,89.0,0,9.72,591.6691405,5,6.2,0,99.0,9.5,99.0,0.1,4622.41516,5363352.0,0.9,0.8,0.874,16.8
Developing,63.7,245.0,6,2.71,29.27235366,48,41.3,8,98.0,2.9,98.0,0.1,2136.66815,48115.0,3.3,3.3,0.0,10.4
Developing,74.1,147.0,0,0.01,917.467628,0,32.3,0,98.0,4.82,98.0,0.1,9637.265,1258653.0,7.0,7.0,0.765,14.7
Developed,81.7,63.0,0,10.44,11892.33429,1015,54.1,0,94.0,1.21,94.0,0.1,63223.46778,7551117.0,0.5,0.4,0.911,15.3
Developing,54.6,339.0,14,1.1,2.02964427,3578,16.6,22,63.0,4.35,64.0,5.1,26.3932935,497367.0,9.4,9.3,0.425,9.3
Developing,48.1,463.0,23,0.01,1.443286353,1006,23.8,32,83.0,11.9,83.0,0.6,78.4394757,779162.0,7.5,7.4,0.426,9.5
Developing,73.0,117.0,0,0.01,414.0242418,0,3.5,0,95.0,4.76,95.0,0.2,3529.61843,526437.0,6.8,6.7,0.643,13.5
Developing,69.1,2.0,0,2.25,62.08343533,0,58.7,0,99.0,4.23,99.0,0.1,3651.966784,85995.0,4.0,3.7,0.706,14.6
Developing,52.0,374.0,521,8.9,133.1230872,8491,22.2,817,54.0,3.47,54.0,4.8,2327.3267,158578261.0,11.3,11.2,0.492,9.5
Developing,76.5,122.0,1,6.94,1199.319976,0,54.2,2,95.0,8.5,94.0,0.1,7937.259931,3643222.0,2.0,1.9,0.756,12.8
Developing,73.2,133.0,1,6.66,18.5314303,23,51.3,1,93.0,1.19,88.0,0.1,276.588512,3978.0,2.6,2.8,0.734,12.8
Developing,63.1,238.0,40,0.19,23.18394594,6749,12.4,54,72.0,5.6,72.0,0.1,246.375621,24566342.0,18.2,18.8,0.447,8.6
Developing,75.0,127.0,46,4.88,781.2062828,44,54.9,55,98.0,6.2,98.0,0.1,6751.998987,1564453.0,1.9,1.8,0.708,11.9
Developed,88.0,73.0,2,11.86,4460.390006,362,61.1,2,98.0,8.23,98.0,0.1,28482.6948,44397319.0,0.6,0.5,0.844,15.9
